formula,image
"A _ { \varphi } = - n \operatorname { s i n } \theta \ ( H _ { 3 } ( r , \theta ) \ \frac { i \tau _ { r } ^ { ( n ) } } { 2 } + ( 1 - H _ { 4 } ( r , \theta ) ) \ \frac { i \tau _ { \theta } ^ { ( n ) } } { 2 } ) \ . \",6637e555a7.png
L ( \alpha \dot { x } ^ { \mu } ) = \alpha L ( \dot { x } ^ { \mu } ) \; .,3f436a4986.png
\Delta ( \lambda _ { i } ) = \prod _ { i < j } ( \lambda _ { i } - \lambda _ { j } ),66e7eeb14d.png
"\left. \left. - i \pi h _ { \mu \nu } ^ { a } \Sigma _ { \mu \nu } ^ { a } + \left( g \frac { \sqrt { 3 } } { 2 \sqrt { 2 } } h _ { \mu \nu } ^ { a } + \partial _ { \mu } A _ { \nu } ^ { a } - \partial _ { \nu } A _ { \mu } ^ { a } \right) ^ { 2 } \right] \right\} ,",49b924a6be.png
"q = c t + x i + y j + \lambda ( i j ) ~ ,",4330a869ec.png
"Z [ J ] = \int { \cal D } \phi \, \operatorname { e x p } \Bigl ( - \frac { 1 } { \hbar } \int d ^ { D } x \, ( { \cal L } + J \phi ) \Bigr )",1666cafa40.png
\begin{array} { c c } { \Phi _ { 1 } ^ { ( 1 ) } = P _ { y } } & { \Phi _ { 1 } ^ { ( 2 ) } = P _ { z } } \\ { \Phi _ { 2 } ^ { ( 1 ) } = z } & { \Phi _ { 2 } ^ { ( 2 ) } = y } \\ \end{array} .,61797c2d11.png
"S = \alpha \int d ^ { 4 } x \sqrt { - g } \left\{ R - 2 \Lambda \right\} + S _ { \mathrm { { m } } } ^ { ( 4 ) } \, \, \, \, ,",3ec92f8f5c.png
\frac { g ^ { 2 } } { | x - x ^ { \prime } | ^ { 3 - 2 p } } \operatorname { l o g } ( | x - x ^ { \prime } | ^ { 2 } / { M ^ { 2 } } ) .,1be9dab63a.png
"J ^ { \mu \nu } = - \left( x ^ { \mu } p ^ { \nu } - x ^ { \nu } p ^ { \mu } + \frac { i } { 2 } [ \xi ^ { \mu } , \xi ^ { \nu } ] _ { - } \right)",1c9ba123fa.png
\int _ { 0 } ^ { 1 } d r \sqrt { g _ { r r } } \to 0 \hspace { 5 m m } ( t \to + \infty ) .,1ce27484e2.png
U _ { \alpha \beta } ^ { \gamma } \pi ^ { \beta } \pi ^ { \alpha } \equiv 0 .,7698610aa9.png
( \alpha _ { o p t } ^ { 2 } ) ^ { e v } = \frac { ( \alpha _ { o p t } ^ { 2 } ) ^ { o } } { 2 \mid \beta \mid } .,41f466b76f.png
"\frac { 1 } { 2 } k B ( x , y ) G ( x , y ) ^ { k } P _ { k , k , 0 } ^ { ( 1 , 2 ) } ,",a111101894.png
"S ^ { 1 } \ni e ^ { i t } \longmapsto \sigma _ { t } : C ( S _ { q } ^ { 3 } ) \rightarrow C ( S _ { q } ^ { 3 } ) ,",7ae381cc21.png
"\hat { \phi } _ { ( I ) } ( x ) = \int _ { ( \infty ) } \frac { d ^ { 3 } \vec { k } } { ( 2 \pi ) ^ { 3 } 2 \omega ( \vec { k } \, ) } \left[ a ( \vec { k } \, ) e ^ { - i k \cdot x } \, + \, a ^ { \dagger } ( \vec { k } \, ) e ^ { i k \cdot x } \right] \ ,",506ccf7ae8.png
A _ { i } ^ { \prime } \psi = \alpha ( { \cal L } _ { i } + \rho a _ { i } ) \psi .,4402724575.png
"\operatorname { l n } ( 2 \sqrt { \delta } + \sqrt { 4 \delta + \epsilon } ) = 2 b \sigma + \operatorname { l n } \sqrt { \epsilon } ,",27d22162bf.png
"\phi _ { 1 } = p _ { y } \hspace { 5 m m } , \hspace { 5 m m } \psi _ { 1 } = p _ { \beta } ,",4b0b3a46fe.png
"\frac { q } { 4 \pi r ^ { 2 } } = \frac { \partial { \cal L } } { \partial \epsilon } \approx \epsilon \left( 1 - \frac { \alpha } { 3 \pi } \operatorname { l n } \frac { e \epsilon } { \gamma \pi m ^ { 2 } } \right) ,",f042efb171.png
\delta C _ { A B C } = - { \frac { \sqrt 2 } { 8 } } \bar { \eta } \Gamma _ { [ A B } \Psi _ { C ] },4261466878.png
W _ { \mathrm { c o u p l i n g s } } = g _ { k } T r X ^ { k + 1 } + m _ { i } ^ { \bar { \imath } } Q ^ { i } \widetilde { Q } _ { \bar { \imath } } + \sum _ { a } m _ { a } Q ^ { N _ { c } + a } \widetilde { Q } _ { N _ { c } + a } + b B +,4d6a0fbe2f.png
"Z _ { i } = 1 - \frac { c _ { i } } { 8 \pi ^ { 2 } } \mathrm { l o g } \left( R / l _ { s } \right) ,",129328f0b0.png
"B = ( + 1 , + 1 , + 1 ) \otimes ( + 1 , + 1 , + 1 ) \otimes ( - 1 , - 1 , + 1 ) ~ , ~ \,",37c8bc9b63.png
F ( h _ { k } ) = 2 { \frac { \partial } { \partial h _ { k } ^ { e } } } ~ \operatorname { l n } \ { \frac { \chi _ { \{ { \frac { h ^ { e } } { 2 } } \} } ( { \bar { b } } ) } { \Delta ( h ^ { e } ) } } .,3235b7172c.png
"\tilde { \phi } S _ { \hspace { . 3 t r u e c m } \alpha \beta } ^ { \mu } = 8 \pi \Sigma _ { \hspace { . 3 t r u e c m } \alpha \beta } ^ { \mu } + \frac { 1 } { 2 } ( \delta _ { \alpha } ^ { \mu } \tilde { \phi } _ { , \beta } - \delta _ { \beta } ^ { \mu } \tilde { \phi } _ { , \alpha } ) ,",162ed2e019.png
u _ { a } ^ { A } ( \gamma ^ { I } ) _ { A \dot { A } } w _ { \dot { a } } ^ { \dot { A } } = v _ { i } ^ { I } ( \gamma ^ { i } ) _ { a \dot { a } } \; .,2b96877a00.png
"E _ { B P S } = \sqrt { E _ { 1 } ^ { 2 } + E _ { 2 } ^ { 2 } + 2 E _ { 1 } E _ { 2 } \operatorname { c o s } \Delta \theta } \, ,",40c44e0d73.png
\mu _ { \kappa } = \frac { 1 } { \kappa } \frac { ( \frac { 1 - 2 \kappa } { n - 2 } - 1 ) ! } { ( \kappa - 1 ) ! ( \frac { 1 - 2 \kappa } { n - 2 } - \kappa ) ! } .,535c603ff6.png
"< G _ { - } \omega _ { 1 } , \omega _ { 2 } > = < \omega _ { 2 } , G _ { - } \omega _ { 1 } > = 0 ,",2c6b3447b3.png
"Z _ { \; \; A _ { 1 } } ^ { \alpha _ { 0 } } Z _ { \; \; B _ { 1 } } ^ { A _ { 1 } } = 0 , \; Z _ { \; \; B _ { 1 } } ^ { A _ { 1 } } Z _ { \; \; \gamma _ { 1 } } ^ { B _ { 1 } } = 0 ,",63d8ef63d6.png
\Delta F ( \theta ) = A _ { 2 } \theta ^ { 2 } + A _ { 4 } \theta ^ { 4 } + \ldots .,99b2f375a1.png
"\omega _ { i j } = ( \theta ^ { - 1 } ) _ { i j } , \ i , j = 1 , \dots , 2 n , \, o m e g a _ { i 0 } = \omega _ { 0 i } = 0 \ .",182794f728.png
"i \, \partial _ { t } \, \psi = \frac { 1 } { 2 m } \left[ - \nabla ^ { 2 } + V \right] \psi",7d3ebe48ae.png
- \frac { 1 } { 2 } Q ^ { i ^ { \prime } } \sum _ { k > 0 } \mathrm { e } ^ { - 2 i k \sigma _ { + } ^ { \prime } } = - \frac { 1 } { 2 } Q ^ { i ^ { \prime } } \frac { \mathrm { e } ^ { - 2 i \sigma _ { + } ^ { \prime } } } { 1 - \mathrm { e } ^ { - 2 i \sigma _ { + } ^ { \prime } } },4f499bdecd.png
"\zeta ( 0 \mid D _ { 0 } D _ { 0 } ^ { \dagger } ) = 2 \frac { 1 } { \Gamma ( 0 ) } J ( 0 ) = 0 , \; \; \; \; \mathrm { s i n c e } \; \; \; \frac { 1 } { \Gamma ( 0 ) } = 0",703a8e4505.png
T ( u ) = I + \lambda \sum _ { k \geq 0 } \frac { 1 } { u ^ { k + 1 } } t ^ { ( n ) },8a585099ab.png
P = \sum _ { j = - \infty } ^ { \mathrm { f i n i t e } } a _ { j } ( x ) \partial ^ { j },671a483c23.png
"Z [ A _ { + } , { \bar { \eta } } , \eta ] _ { \bar { \eta } , \eta = 0 } = Z _ { \mathrm { c o s e t } } Z _ { \mathrm { B } } [ A _ { + } ,",4743c0762c.png
"d s ^ { 2 } = { \frac { e ^ { 2 k } } { f } } ( d \rho ^ { 2 } - d z ^ { 2 } ) + \rho [ \rho f ^ { - 1 } d x ^ { 2 } + \rho ^ { - 1 } f d y ^ { 2 } ] ,",10aff3fe09.png
"\rho _ { 0 } = \frac { - 2 5 - 2 0 N + ( \Theta ) ^ { 1 / 2 } } { 3 6 ( 3 + N ) } \, .",64ff5c4eb1.png
S = \int { d \tau \left( \frac { 1 } { 2 } g _ { \mu \nu } ( x ) \dot { x } ^ { \mu } \dot { x } ^ { \nu } + A _ { \mu } ( x ) \dot { x } ^ { \mu } + V ( x ) + b _ { 1 } \dot { c } _ { 1 } \right) } .,2cf0ed01e4.png
\vec { v } _ { E } ^ { \prime } = \frac { \vec { v } _ { E } - \vec { W } _ { E } \left( 1 - \frac { \vec { W } _ { E } \vec { v } _ { E } } { ( 1 + W _ { E } ^ { 0 } ) } \right) } { W _ { E } ^ { 0 } - \vec { W } _ { E } \vec { v } _ { E } },5149ad582c.png
"2 i \frac { \partial } { \partial x _ { + } } { \eta } _ { 1 } - ( V + E + \frac { 1 } { 2 } ( e _ { 1 } + e _ { 2 } ) b ) { \eta } _ { 1 } = - m _ { 1 } { \eta } _ { 3 } - m _ { 2 } { \eta } _ { 2 } ,",1c41db72ff.png
"\Phi = \Phi _ { 0 } + \Phi _ { 1 } \phi + \frac 1 2 \Phi _ { 2 } \phi ^ { 2 } + O ( \phi ^ { 3 } ) ~ ,",348c1b3451.png
"\ddot { x } ^ { \sigma } + { \Gamma } _ { \, \, \, \alpha \beta } ^ { \sigma } \dot { x } ^ { \alpha } \dot { x } ^ { \beta } + \frac { q } { m c } \tilde { g } ^ { \sigma \rho } F _ { \rho \gamma } \dot { x } ^ { \gamma } = 0 \, { , }",764f7ebc14.png
"A _ { i } ( x _ { 1 } , x _ { 2 } ) = \frac { 1 } { 2 } \mathrm { T r } [ \sigma _ { 3 } ( \partial _ { i } V ( x _ { 1 } , x _ { 2 } ) ) V ^ { - 1 } ( x _ { 1 } , x _ { 2 } ) ] .",764f73b4fb.png
{ \cal D } \equiv M V _ { 1 } ^ { 2 } + N V _ { 2 } ^ { 2 } + L V _ { 1 } V _ { 2 } > 0 \ .,7b59b25e6e.png
\Omega ^ { 8 } d y = d { \left( \frac { \ell } { r } \right) } ^ { 8 },7d0c15d20e.png
- i \left( ( S _ { 2 } \widetilde { F } ) ^ { a } \bar { G } ^ { b } - ( S _ { 2 } \widetilde { F } ) ^ { a } ( \bar { F } S _ { 1 } ) ^ { b } - \widetilde { G } ^ { a } ( \bar { F } S _ { 2 } ) ^ { b } + ( S _ { 1 } \widetilde { F } ) ^ { a } ( \bar { F } S _ { 2 } ) ^ { b } \right) .,1bedc5c462.png
"f _ { \ell } ( z ) = C _ { \ell } \; { } _ { 2 } F _ { 1 } ( - \ell + 2 i k r _ { 0 } \; , \; - \ell \; ; \; - 2 \ell \; ; \; z )",51115fdf72.png
"\Delta = 1 + \frac { l _ { 1 } ^ { 2 } } { r ^ { 2 } } \operatorname { c o s } ^ { 2 } \theta + \frac { l _ { 2 } ^ { 2 } } { r ^ { 2 } } ( \operatorname { s i n } ^ { 2 } \theta + \operatorname { c o s } ^ { 2 } \theta \operatorname { c o s } ^ { 2 } \psi ) + \frac { l _ { 1 } ^ { 2 } l _ { 2 } ^ { 2 } } { r ^ { 4 } } \operatorname { c o s } ^ { 2 } \theta \operatorname { c o s } ^ { 2 } \psi \ ,",602d9a5c70.png
"W _ { k _ { 1 } + 1 , k _ { 2 } + 1 } ( E ) = W _ { k _ { 1 } , k _ { 2 } } ( \omega ^ { 2 } E ) ~ , ~ ~ W _ { 0 , 1 } ( E ) = 2 i \, .",7453dadee7.png
"\langle T ( z , \bar { z } ) T ( 0 , 0 ) \rangle = \frac { c / 2 } { z ^ { 4 } } \qquad \langle \bar { T } ( z , \bar { z } ) \bar { T } ( 0 , 0 ) \rangle = \frac { c / 2 } { \bar { z } ^ { 4 } } \qquad \langle T \bar { T } \rangle = 0",251dc53c5d.png
R = - { \frac { 2 } { b ^ { 2 } } } \left( 1 + { \frac { U _ { 0 } ^ { 4 } } { U ^ { 4 } } } \right) .,43338bd32a.png
\frac { 1 } { 2 } ( \vec { A _ { 1 } } \times { \dot { \vec { A _ { 1 } } } } + \vec { A _ { 2 } } \times \dot { \vec { A _ { 2 } } } + 2 m \vec { A _ { 1 } } \times \vec { A _ { 2 } } ) = - 2 \vec { \phi } \times { \vec { \dot { \phi } } } .,6f47b1681d.png
"V \approx \Delta ^ { 4 } ( 1 - \mu \phi ^ { 2 } + \mu ^ { ' } \phi ^ { 4 } - 2 \kappa \frac { \phi ^ { p } } { \Delta ^ { q } } + \kappa ^ { 2 } \frac { \phi ^ { 2 p } } { \Delta ^ { 2 q } } + . . . ) ,",4f2278d085.png
"Q _ { n } ^ { + } = 2 ^ { - \frac n 2 } Z ^ { n } \theta ^ { + } , \qquad Q _ { n } ^ { - } = 2 ^ { - \frac n 2 } \bar { Z } ^ { n } \theta ^ { - } .",73fbbaf8e6.png
\mathrm { R e g u l a r i z e d [ ~ D e t ~ A ~ ] } = e ^ { - Z _ { A } ^ { \prime } ( 0 ) },808090f094.png
"W ~ = ~ - { \frac { 3 } { 4 } } \, \bigg ( \, \operatorname { c o s h } ( 2 \sigma ) ~ + ~ \operatorname { c o s h } \bigg ( { \frac { 2 \, m } { \sqrt { 3 } } } \bigg ) \, \bigg ) \, ,",1e6b0e7b94.png
"\lbrack x ^ { a } , x ^ { b } ] = 0 , \quad \{ \theta ^ { \alpha } , \theta ^ { \beta } \} = 0 , \quad [ x ^ { a } , \theta ^ { \alpha } ] = 0 .",28bf41ed04.png
\bar { r } _ { \kappa \lambda } ( t ) \approx | t | + O ( t ^ { - 2 \kappa } ) .,4b1e19f1a5.png
"d s ^ { 2 } = - ( d x ^ { 0 } ) ^ { 2 } + g _ { \mu \nu } ( x ) d x ^ { \mu } d x ^ { \nu } , \quad \mu , \nu = 1 , . . . , d ,",49f497d2b7.png
"\{ \langle \eta , \phi \rangle , \langle \xi , \epsilon ^ { s , 0 } \rangle \} = \{ \langle \xi , \phi \rangle , \langle \eta , \epsilon ^ { s , 0 } \rangle \} \, .",179ae5b8ba.png
"I _ { m , n } = \operatorname { l n } m + \frac { m - 1 } { 2 n } - \sum _ { k = n + 1 } ^ { m n } \frac { 1 } { k } ,",128dad1e09.png
"\{ \lambda \} \geq \{ \mu \} \Longleftrightarrow | \lambda | = | \mu | \ \ \ { \mathrm { a } n d } \ \ \, s u m _ { i } ^ { r } \lambda _ { i } \geq \sum _ { i } ^ { r } \mu _ { i } \ \ \ { \mathrm { f } o r \ \ a l l } \ r \geq 1 .",3958fc3b9a.png
"\epsilon \partial \tilde { W } + M ^ { 2 } \Phi = 0 \, .",d1a10283f3.png
"Q _ { k } = \sum _ { \sigma _ { 1 } \sigma _ { 2 } } Q _ { k } ^ { \sigma _ { 1 } \sigma _ { 2 } } \, .",246b94c887.png
\Sigma = \Gamma _ { \mu } ( p _ { \mu } - e A _ { \mu } ) - \Gamma _ { 5 } \lambda \phi - \Gamma _ { 6 } \lambda ^ { \prime } \phi ^ { \prime },786959fce8.png
"\xi [ h , v _ { \alpha } ] = \sum _ { n = 0 } ^ { \infty } \xi _ { n } [ \varphi , v _ { \alpha } ; m ^ { 2 } ] \, , \quad \zeta [ f , v _ { \alpha } ] = \sum _ { n = 0 } ^ { \infty } \zeta _ { n } [ \phi , v _ { \alpha } ; M ] \, .",3531196345.png
"c \approx \frac { M _ { 5 } ^ { 3 } } { k ^ { 3 } } = \frac { M _ { p } ^ { 2 } } { k ^ { 2 } } ,",52d1b0901b.png
\theta = \frac { r ^ { 2 } } { \sqrt { j ( j - 1 ) } } ~ .,4746467489.png
"x ^ { * } = x , \ \ \ \ \ p ^ { * } = p , \ \ \ \ \ K ^ { * } = K , \ \ \ \ \ \Lambda ^ { * } = \Lambda ,",3c1b73f040.png
"{ \cal I } = \int { \cal L } \, d ^ { ( 2 ) } \! { \cal S } \, , \hspace { 1 c m } d ^ { ( 2 ) } \! { \cal S } = \Vert \gamma \Vert ^ { 1 / 2 } d \sigma ^ { _ 0 } d \sigma ^ { _ 1 } \, ,",4121f08ed3.png
"\tau _ { 0 } = \frac 1 2 \left( \begin{array} { c c } { 1 } & { 0 } \\ { 0 } & { - 1 } \\ \end{array} \right) \, , \quad \tau _ { 1 } = \frac 1 2 \left( \begin{array} { c c } { 0 } & { 1 } \\ { - 1 } & { 0 } \\ \end{array} \right) \, , \quad \tau _ { 2 } = - \frac 1 2 \left( \begin{array} { c c } { 0 } & { 1 } \\ { 1 } & { 0 } \\ \end{array} \right) \, .",6cfdd72bd1.png
\frac { \dot { v } ( \tau ) } { 1 - v ^ { 2 } ( \tau ) } = \frac { 1 } { R _ { 1 } ( \tau ) } + \frac { 1 } { R _ { 2 } ( \tau ) } .,4f223d24dc.png
"\partial _ { i } I _ { \mathrm { T o t a l , e d g e } } ^ { i } = - \sigma _ { x y } E _ { 1 } .",5fa53f6396.png
\tilde { \pi } ^ { \dagger } = - i \sigma \xi .,403d60ba34.png
"Q = \frac { 1 } { 2 \pi } 2 \pi \theta \sum _ { k = 0 } ^ { \infty } \left\langle k \right| \left( - \theta ^ { - 1 } n \left| 0 \right\rangle \left\langle 0 \right| \right) \left| k \right\rangle = - n ,",54a0a20a42.png
"\frac { 2 \pi ^ { k + \frac { 1 } { 2 } } \rho ^ { 2 k } } { \Gamma ( k + \frac { 1 } { 2 } ) } \frac { N _ { k - 1 } } { N _ { k } } \sim \frac { \rho ^ { 2 k } } { n ^ { k } } \sim \alpha ^ { 2 k } n ^ { k } ,",3d0f568bb9.png
"\underline { { \psi } } ^ { \prime } \left( \mathbf { x , } t \right) = e ^ { - i H ^ { ( 0 - l o o p ) } t }",1be72d7a48.png
"g ( \phi , \psi ) = \omega ( \phi , J \psi ) ,",455ecee4ad.png
[ \frac { d ^ { 2 } } { d \tau ^ { 2 } } + k ^ { 2 } - \frac { \mu ^ { 2 } - \frac { 1 } { 4 } } { \tau ^ { 2 } } ] u _ { k } = 0,1bcf414b9d.png
\frac { \tilde { S } _ { 4 } } { \tilde { S } _ { 4 } ^ { \prime } } = O \left( \frac { | \vec { \delta } _ { 3 } | ^ { 6 } V } { \lambda { \cal P } ^ { 3 } } \right) .,298481ee72.png
"q _ { c } ( a , r ) = \frac { 1 } { 4 \pi ^ { 2 } a ^ { 4 } } \sum _ { m = 0 } ^ { \infty } { ' } \int _ { 0 } ^ { \infty } { d z \chi _ { \mu } ( z / a ) F _ { m } ^ { ( q ) } ( z , x ) } , \quad r < a , \quad q = \varepsilon , p _ { i } ,",7c36943a32.png
"+ \frac { 2 } { l _ { p } ^ { 2 } } \int _ { S _ { + } } ^ { { } } d ^ { 2 } x \sqrt { \sigma } \left( k - k ^ { 0 } \right) - \frac { 2 } { l _ { p } ^ { 2 } } \int _ { S _ { - } } d ^ { 2 } x \sqrt { \sigma } \left( k - k ^ { 0 } \right) ,",730752d3f8.png
"\left( \frac { \partial } { \partial s } - \frac { \partial ^ { 2 } } { \partial \tau ^ { 2 } } \right) K _ { ( 1 ) } ( \tau , \tau ^ { \prime } ; s ) = 0",22cb074b2d.png
"\delta A _ { \mu } ^ { ( 0 ) } = \tilde { D } _ { \mu } \epsilon ^ { ( 0 ) } , \qquad \delta A _ { \mu } ^ { ( n ) } = 0",771b06c21c.png
"\{ T ^ { 1 A } , H \} = \{ T ^ { 2 A } , H \} = 0 .",673c494dfd.png
\Pi _ { \mu \nu } ( p ) = ( g _ { \mu \nu } p ^ { 2 } - p _ { \mu } p _ { \nu } ) \Pi _ { 1 } ( p ^ { 2 } ) + p _ { \mu } p _ { \nu } \Pi _ { 2 } ( p ^ { 2 } ) + g _ { \mu \nu } \Pi _ { 3 } ( p ^ { 2 } ),22f0e0f68c.png
w ^ { ( n ) } = W ^ { 2 } g _ { n } \left( \frac { v ^ { 3 } } { W ^ { 2 } } \right) \left( \frac { \Lambda } { v } \right) ^ { n ( 3 N _ { c } - N _ { f } ) } = S g _ { n } \left( \frac { v ^ { 3 } } { S } \right) \left( \frac { \Lambda } { v } \right) ^ { n ( 3 N _ { c } - N _ { f } ) },6c76b2d938.png
B ( g ) ^ { \alpha } \: = \: d \Lambda ( g ) ^ { \alpha },36f5ca72ed.png
L = a - \left. \frac { u _ { 0 } } { u _ { 0 } ^ { \prime } } \right| _ { r = a } ;,28f6bdbafd.png
x _ { n } = \tilde { x } _ { n } - T \sum _ { m = - \infty } ^ { \infty } G _ { F } ^ { n - m } j _ { m },5f771a3daa.png
"V _ { N S 5 } ( x , b , c ) = \frac { A ^ { 2 } m ^ { 3 } } { 1 8 } b ^ { 3 / 2 } \left[ \frac { 3 x ^ { 2 } } { 3 x ^ { 4 } + b } \right] \Biggl [ \left( x ^ { 4 } - 1 \right) ^ { 2 } + c + \frac { 3 c } { b } x ^ { 4 } \Biggr ] ,",1c911f9f13.png
W _ { 1 } [ \phi _ { 0 } ( \beta ) ] = \frac 1 2 \operatorname { l o g } \operatorname* { d e t } \nabla ^ { \mu } \nabla _ { \mu } ~ ~ ~ .,e54dd0a7fd.png
\frac { 1 } { 2 m _ { * } ^ { P } e _ { L } ^ { 2 } a ^ { 3 } } = ( 4 \epsilon ^ { 2 } + 6 4 \epsilon ^ { 4 } ),77e55d6014.png
\frac { \mu _ { s t r i n g } ^ { 2 } } { 4 \operatorname { c o s h } ^ { 2 } \alpha } = \mu _ { 0 } ^ { 2 } = \frac { 1 } { 2 ( D - 3 ) ^ { 2 } } \biggl [ { \vec { Q } } _ { R } ^ { 2 } - { \vec { Q } } _ { L } ^ { 2 } \biggr ],3d6fc3ea66.png
S = \int d ^ { d } \! x \left\{ i \overline { { \psi } } \gamma ^ { \mu } D _ { \mu } \psi - { \frac { N } { 2 \lambda } } ( \sigma ^ { 2 } + \pi ^ { 2 } ) - \overline { { \psi } } ( \sigma + i \pi \gamma _ { 5 } ) \psi \right\} .,3ba79aa94d.png
\Gamma _ { s q } ^ { p q } = - \frac { r _ { p q } } { r _ { p q } + r _ { s q } } .,52b7114abc.png
"\sum _ { n , m = 0 } ^ { k } \langle { \cal W } _ { n + m } , \ f _ { n } ^ { \star } \otimes f _ { m } \rangle \geq 0 .",5f71cb209c.png
"3 \zeta ^ { ( 0 ) } ( z , \beta , \sigma ) - 2 \sum _ { k = 0 } ^ { \infty } \sigma ^ { k } C _ { k } ( z ) \zeta _ { R } \left( 2 z + 2 k - 1 , { \frac { 3 } { 2 } } \right) ~ ~ ~ ,",65438bbe27.png
+ \frac { ( x + y - 1 ) ( x + y - 3 ) } { M _ { b } ^ { 2 } } \biggl [ \left( \frac { Z _ { b } } { 2 } \right) K _ { 1 } ( Z _ { b } ) e ^ { i ( x + y - 1 ) p \wedge p ^ { \prime } } - \frac { 1 } { 2 } \biggr ] \biggr \},293e8e47ef.png
\delta h = \dot { \phi } ^ { i } \delta \pi _ { i } - \frac { \partial L } { \partial \phi ^ { i } } \delta \phi ^ { i } - \frac { \partial L } { \partial \nabla \phi ^ { i } } \delta \nabla \phi ^ { i } .,309ef64b55.png
"A _ { z z ^ { \prime } } = W ( z , z ^ { \prime } ) = - 2 V ( z , z ^ { \prime } ) = 2 \operatorname { l n } | z - z ^ { \prime } | - 2 \operatorname { l n } | z ^ { * } - z ^ { \prime } | ,",6bc3764845.png
\int d ^ { 4 } x A _ { m } ^ { ^ { ( L ) } } A _ { m } ^ { ^ { ( T ) } } = \int d ^ { 4 } x D _ { m } \varphi \cdot A _ { m } ^ { ^ { ( T ) } } = - \int d ^ { 4 } x \varphi D _ { m } A _ { m } ^ { ^ { ( T ) } } = 0 ~ .,324e5ccab7.png
F [ v ] = \sum _ { n = 0 } \int d \tau _ { 1 } \ldots d \tau _ { n } F _ { \mu _ { 1 } \ldots \mu _ { n } } \left( \tau _ { 1 } \ldots \tau _ { n } \right) v ^ { \mu _ { 1 } } ( \tau _ { 1 } ) \ldots v ^ { \mu _ { n } } ( \tau _ { n } ) \; .,30d91d3547.png
"\sqrt { - g } \, { \cal L } _ { g r a v } = \sqrt { - g } \, ( - R ) - 2 \, \partial _ { i } \partial _ { i } U \ .",191b9484be.png
"Y ^ { ( k ) } = \left( \sum _ { i = 1 } ^ { n } \lambda _ { i } \right) X ^ { ( k ) } - Z ^ { ( k ) } , \quad Z ^ { ( k ) } = \sum _ { [ k ] } S _ { [ k ] } \left( \sum _ { i \in [ k ] } \lambda _ { i } \right) \mu _ { [ k ] }",655d1df531.png
L _ { + } + \sum _ { i = 1 } ^ { m } \Phi _ { i } D ^ { - 1 } \Psi _ { i },4fe88fa2a3.png
"p ^ { s } \approx 0 , \quad p ^ { a } \approx 0 , \quad p ^ { i j } \approx 0 .",158fd62c91.png
\left\langle p ^ { \prime } \left| j _ { \mu } ( 0 ) \right| p \right\rangle = \bar { u },5404a44672.png
"\left\{ \begin{array} { l } { r = \varrho ^ { 2 / ( \beta + 2 ) } \nonumber } \\ { u ( r ) = \widetilde { u } ( \varrho ) \, \varrho ^ { - \beta / 2 ( \beta + 2 ) } } \\ \end{array} \right. \; ,",25fe9d4ac7.png
\Delta \gamma + { \frac { 1 } { 2 } } { \partial } _ { a } \gamma { \partial } ^ { a } \gamma + ( M ^ { 2 } ) _ { i } ^ { i } = 0,6414d00539.png
H [ { \bf v } ] = \frac { 1 } { 2 } \sum _ { i \neq j } 2 { \cal L } _ { i j } ( 2 \pi | N _ { i } | ) ( 2 \pi | N _ { j } | ) + \sum _ { i } { \cal W } _ { i } ( 2 \pi | N _ { i } | ) ^ { 2 } .,71cfd10a95.png
"\tilde { Q } = e ^ { - K } Q _ { B } ( e ^ { K } ) \ ,",22acae8f07.png
"B _ { w m } B _ { n } ^ { \dagger } = B _ { w } E _ { m n } , \; \; \; \; \; \; B _ { m } B _ { w n } ^ { \; \; \; \; \; \; \dagger } = E _ { m n } B _ { w } ^ { \; \; \; \dagger }",246d86dd76.png
"\langle l _ { \mathrm { l o o p } } ^ { 2 } \rangle \propto ( \eta - \eta ^ { \star } ) ^ { - \psi } \, \, \, \, \, , \, \, \, \, \,",7b5d3c5bd8.png
"\alpha = \gamma = { \textstyle { \frac { 1 } { 2 } } } \psi \quad \mathrm { a n d } \quad \beta = \psi ,",6d0e994cd5.png
M ( q ) \ddot { q } + \frac { 1 } { 2 } \frac { \partial M ( q ) } { \partial q } \dot { q } ^ { 2 } + \alpha \int _ { - \infty } ^ { \infty } d \omega \tilde { q } ( \omega ) \mid \omega \mid ^ { 3 } e ^ { i \omega \tau } = V ^ { \prime } ( q ) .,7db36bed52.png
{ \overline { H } } _ { R } ^ { \mu \nu \sigma } = \partial ^ { \mu } { \overline { C } } _ { R } ^ { \nu \sigma } + \partial ^ { \nu } { \overline { C } } _ { R } ^ { \sigma \mu } + \partial ^ { \sigma } { \overline { C } } _ { R } ^ { \mu \nu } ~ .,17939fe26b.png
J ( x ) = \tau ( x ) + \theta _ { i } ^ { \alpha } \zeta _ { \alpha } ^ { i } - 4 \theta _ { i j } m ^ { i j } ( x ) + \theta ^ { \alpha \beta } w _ { \alpha \beta } + \vartheta _ { i } ^ { \alpha } \kappa _ { \alpha } ^ { i } + 4 \theta ^ { 4 } M ^ { 2 } ( x ),3408c4b9e4.png
"l \operatorname { c o s h } \rho + \Re e \operatorname { l o g } C \left( \sigma - \displaystyle \frac { \pi } { 2 } \right) = 0 \: ,",3e84a5e2f4.png
